,Unnamed: 0,id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
26960,26960,3GSeDwAAQBAJ,The Scientists,"A wonderfully readable account of scientiﬁc development over the past ﬁve hundred years, focusing on the lives and achievements of individual scientists, by the bestselling author of In Search of Schrödinger’s Cat In this ambitious new book, John Gribbin tells the stories of the people who have made science, and of the times in which they lived and worked. He begins with Copernicus, during the Renaissance, when science replaced mysticism as a means of explaining the workings of the world, and he continues through the centuries, creating an unbroken genealogy of not only the greatest but also the more obscure names of Western science, a dot-to-dot line linking amateur to genius, and accidental discovery to brilliant deduction. By focusing on the scientists themselves, Gribbin has written an anecdotal narrative enlivened with stories of personal drama, success and failure. A bestselling science writer with an international reputation, Gribbin is among the few authors who could even attempt a work of this magnitude. Praised as “a sequence of witty, information-packed tales” and “a terriﬁc read” by The Times upon its recent British publication, The Scientists breathes new life into such venerable icons as Galileo, Isaac Newton, Albert Einstein and Linus Pauling, as well as lesser lights whose stories have been undeservedly neglected. Filled with pioneers, visionaries, eccentrics and madmen, this is the history of science as it has never been told before.",['John Gribbin'],['Science'],3.5,NOT_MATURE,2019-07-30,672
26961,26961,SWSWPwAACAAJ,The Scientists,"""John Gribbin tells the stories of the people who have made science, and of the times in which they lived and worked. He begins with Copernicus, during the Renaissance, when science replaced mysticism as a means of explaining the workings of the world, and he continues through the centuries, creating an unbroken genealogy of not only the greatest but also the more obscure names of Western science, a dot-to-dot line linking amateur to genius, and accidental discovery to brilliant deduction. By focusing on the scientists themselves, Gribbin has written an anecdotal narrative enlivened with stories of personal drama, success and failure... The Scientists breathes new life into such venerable icons as Galileo, Isaac Newton, Albert Einstein and Linus Pauling, as well as lesser lights whose stories have been undeservedly neglected. Filled with pioneers, visionaries, eccentrics and madmen, this is the history of science as it has never been told before.""--Publisher description.",['John Gribbin'],['Science'],3.5,NOT_MATURE,2006,647
26962,26962,GbD052_PH0cC,Ignorance,"Knowledge is a big subject, says Stuart Firestein, but ignorance is a bigger one. And it is ignorance--not knowledge--that is the true engine of science. Most of us have a false impression of science as a surefire, deliberate, step-by-step method for finding things out and getting things done. In fact, says Firestein, more often than not, science is like looking for a black cat in a dark room, and there may not be a cat in the room. The process is more hit-or-miss than you might imagine, with much stumbling and groping after phantoms. But it is exactly this ""not knowing,"" this puzzling over thorny questions or inexplicable data, that gets researchers into the lab early and keeps them there late, the thing that propels them, the very driving force of science. Firestein shows how scientists use ignorance to program their work, to identify what should be done, what the next steps are, and where they should concentrate their energies. And he includes a catalog of how scientists use ignorance, consciously or unconsciously--a remarkable range of approaches that includes looking for connections to other research, revisiting apparently settled questions, using small questions to get at big ones, and tackling a problem simply out of curiosity. The book concludes with four case histories--in cognitive psychology, theoretical physics, astronomy, and neuroscience--that provide a feel for the nuts and bolts of ignorance, the day-to-day battle that goes on in scientific laboratories and in scientific minds with questions that range from the quotidian to the profound. Turning the conventional idea about science on its head, Ignorance opens a new window on the true nature of research. It is a must-read for anyone curious about science.",['Stuart Firestein'],['Science'],3.5,NOT_MATURE,2012-04-23,208
26963,26963,cokcDAAAQBAJ,The Art Of Innovation,"There isn't a business that doesn't want to be more creative in its thinking, products and processes. In The Art of Innovation, Tom Kelley, partner at the Silicon Valley-based firm IDEO, developer of hundreds of innovative products from the first commercial mouse to virtual reality headsets and the Palm hand-held, takes readers behind the scenes of this wildly imaginative company to reveal the strategies and secrets it uses to turn out hit after hit. Kelley shows how teams: -Research and immerse themselves in every possible aspect of a new product or service -Examine each product from the perspective of clients, consumers and other critical audiences -Brainstorm best when they are focussed, being physical and having fun The Art of Innovation will provide business leaders with the insights and tools they need to make their companies the leading-edge top-rated stars of their industries.",['Tom Kelley'],['Business & Economics'],4.5,NOT_MATURE,2016-06-16,202
26964,26964,AdAbQAAACAAJ,The Art of Innovation,"A guide to managing creativity in a business environment from the co-founder of an innovative design company. Discover the ten commandments of creativity, and much more. Founded by Thomas Kelley and his brother David, IDEO is responsible for the first commercial mouse, a virtual reality headset for Sega and the handheld Audible Mobile Player - a new device that downloads recorded books from the Internet. The company was recently challenged by US television programme Nightline to redesign a traditional shopping trolley in just 4 days in front of the cameras. They took up the challenge with alacrity and produced a radically new design incorporating six small portable baskets fitted into the frame, an improved child's seat with play area, and back wheels that turn at 90 degrees so you can move your trolley sideways.","['Tom Kelley', 'Jonathan Littman']",['Creative ability in business'],4.5,NOT_MATURE,2002,307
26965,26965,IjP2N0C0TPQC,Why Not?,"A primer for fresh thinking, for problem-solving with a purpose, for bringing the world a few steps closer to the way it should be. Illustrated with examples from every aspect of life, this book offers techniques which help you take the things we all see, every day, and think about them in a new way.","['Barry Nalebuff', 'Ian Ayres']",['Business & Economics'],2.0,NOT_MATURE,2006,238
26966,26966,HHXTZtGvczsC,Zig Zag,"A science-backed method to maximize creative potential in any sphere of life With the prevalence of computer technology and outsourcing, new jobs and fulfilling lives will rely heavily on creativity and innovation. Keith Sawyer draws from his expansive research of the creative journey, exceptional creators, creative abilities, and world-changing innovations to create an accessible, eight-step program to increasing anyone's creative potential. Sawyer reveals the surprising secrets of highly creative people (such as learning to ask better questions when faced with a problem), demonstrates how to come up with better ideas, and explains how to carry those ideas to fruition most effectively. This science-backed, step-by step method can maximize our creative potential in any sphere of life. Offers a proven method for developing new ideas and creative problem-solving no matter what your profession Includes an eight-step method, 30 practices, and more than 100 techniques that can be launched at any point in a creative journey Psychologist, jazz pianist, and author Keith Sawyer studied with world-famous creativity expert Mihaly Csikszentmihalyi Sawyer's book offers a wealth of easy to apply strategies and ideas for anyone who wants to tap into their creative power.",['Keith Sawyer'],['Self-Help'],4.0,NOT_MATURE,2013-03-18,288
26967,26967,yjgO70g_qbsC,The Art of Innovation,"IDEO, the widely admired, award-winning design and development firm that brought the world the Apple mouse, Polaroid's I-Zone instant camera, the Palm V, and hundreds of other cutting-edge products and services, reveals its secrets for fostering a culture and process of continuous innovation. There isn't a business in America that doesn't want to be more creative in its thinking, products, and processes. At many companies, being first with a concept and first to market are critical just to survive. In The Art of Innovation, Tom Kelley, general manager of the Silicon Valley based design firm IDEO, takes readers behind the scenes of this wildly imaginative and energized company to reveal the strategies and secrets it uses to turn out hit after hit. IDEO doesn't buy into the myth of the lone genius working away in isolation, waiting for great ideas to strike. Kelley believes everyone can be creative, and the goal at his firm is to tap into that wellspring of creativity in order to make innovation a way of life. How does it do that? IDEO fosters an atmosphere conducive to freely expressing ideas, breaking the rules, and freeing people to design their own work environments. IDEO's focus on teamwork generates countless breakthroughs, fueled by the constant give-and-take among people ready to share ideas and reap the benefits of the group process. IDEO has created an intense, quick-turnaround, brainstorm-and-build process dubbed ""the Deep Dive."" In entertaining anecdotes, Kelley illustrates some of his firm's own successes (and joyful failures), as well as pioneering efforts at other leading companies. The book reveals how teams research and immerse themselves in every possible aspect of a new product or service, examining it from the perspective of clients, consumers, and other critical audiences. Kelley takes the reader through the IDEO problem-solving method: • Carefully observing the behavior or ""anthropology"" of the people who will be using a product or service • Brainstorming with high-energy sessions focused on tangible results • Quickly prototyping ideas and designs at every step of the way • Cross-pollinating to find solutions from other fields • Taking risks, and failing your way to success • Building a ""Greenhouse"" for innovation IDEO has won more awards in the last ten years than any other firm of its kind, and a full half-hour Nightline presentation of its creative process received one of the show's highest ratings. The Art of Innovation will provide business leaders with the insights and tools they need to make their companies the leading-edge, top-rated stars of their industries.",['Tom Kelley'],['Business & Economics'],4.0,NOT_MATURE,2007-12-18,320
26968,26968,v_yTAgAAQBAJ,Where Stuff Comes From,"Molotch takes us on a fascinating exploration into the worlds of technology, design, corporate and popular culture. We now see how corporations, designers, retailers, advertisers, and other middle-men influence what a thing can be and how it is made. We see the way goods link into ordinary life as well as vast systems of consumption, economic and political operation. The book is a meditation into the meaning of the stuff in our lives and what that stuff says about us.",['Harvey Molotch'],['Social Science'],5.0,NOT_MATURE,2004-11-23,336
26970,26970,d1Ba4YqVUQYC,We Are The Ones We Have Been Waiting For,"A timely, meditative book reasserting the power of the individual, from the author of THE COLOR PURPLE. 'It is the worst of times. It is the best of times. Try as I might I cannot find a more appropriate opening for this volume' Terrorist attacks, natural disasters such as the Asian tsunami and the flooding of New Orleans, the reality of global warming, ongoing warfare in Iraq and the de-stabilisation of the Middle East - sometimes the future can seem bleak, if not frightening. Yet this is not a pessimistic book. Taking a line from the poet June Jordan who said 'We are the Ones we have been waiting for' - Alice Walker reasserts the power of the individual in making political change happen. In short, we can 'fix things' by focusing on what we share as human beings rather than what separates us. Looking at subjects as diverse as sending our children to war, the rich/poor divide, Nature, the I Ching, modern gender roles, women in the military, and even a piece on her dog Marley, Alice Walker looks towards an optimistic view of the future through a more intuitive understanding of the self and the world around us.",['Alice Walker'],['Self-Help'],5.0,NOT_MATURE,2011-12-29,292
26971,26971,HBsqXeZXxp0C,A Poem Traveled Down My Arm,"In this illuminating book, Pulitzer Prize–winning novelist and acclaimed poet Alice Walker reveals her remarkable philosophy of life. Curiously, this labor of love started with the author’s signature: Faced with the daunting task of providing autographs for multiple copies of one of her poetry collections, Absolute Trust in the Goodness of the Earth, Walker turned an act of repetition into an act of inspiration. For each autograph became something more than a name: a thoughtful reflection, an impromptu sketch, a heartfelt poem. The result is this spontaneous burst of the unexpected. A Poem Traveled Down My Arm is a lovely collection of insights and drawings—by turns charming and humorous, provocative and profound—that represent the wisdom of one of today’s most beloved writers. The essence of Walker’s independent spirit emanates from words and images that are simple but deep in meaning. An empowering approach to life...the inspiration to live completely in the moment...the chance to nurture one’s creativity and peace of mind—all these beautiful elements are evoked by this unusual and original book.",['Alice Walker'],['Poetry'],4.0,NOT_MATURE,2007-12-18,176
26972,26972,meFmEgRrWu8C,I Sold My Soul on eBay,"Unique insights from an atheist’s Sunday-morning odyssey When Hemant Mehta was a teenager he stopped believing in God, but he never lost his interest in religion. Mehta is “the eBay atheist,” the nonbeliever who auctioned off the opportunity for the winning bidder to send him to church. The auction winner was Jim Henderson, a former pastor and author of Evangelism Without Additives. Since then, Mehta has visited a variety of church services–posting his insightful critiques on the Internet and spawning a positive, ongoing dialogue between atheists and believers. I Sold My Soul on eBay tells how and why Mehta became an atheist and features his latest church critiques, including descriptions of his visits to some of the best-known churches in the country. His observations will surprise and challenge you, revealing how the church comes across to those outside the faith. Who better than a nonbeliever to offer an eye-opening assessment of how the gospel is being presented–and the elements that enhance or detract from the presentation. Mehta announced prior to his churchgoing odyssey that he would watch for any signs of God’s existence. After spending Sunday mornings in some of the nation’s leading churches, what happened to the man who sold his soul on eBay? Did attending church change his lack of belief? The answers can be found inside.",['Hemant Mehta'],['Religion'],4.0,NOT_MATURE,2009-02-19,224
26973,26973,xc55CwAAQBAJ,Choosing Our Religion,"To the dismay of religious leaders, study after study has shown a steady decline in affiliation and identification with traditional religions in America. By 2014, more than twenty percent of adults identified as unaffiliated--up more than seven percent just since 2007. Even more startling, more than thirty percent of those under the age of thirty now identify as ""Nones""--answering ""none"" when queried about their religious affiliation. Is America losing its religion? Or, as more and more Americans choose different spiritual paths, are they changing what it means to be religious in the United States today? In Choosing Our Religion, Elizabeth Drescher explores the diverse, complex spiritual lives of Nones across generations and across categories of self-identification as ""Spiritual-But-Not-Religious,"" ""Atheist,"" ""Agnostic,"" ""Humanist,"" ""just Spiritual,"" and more. Drawing on more than one hundred interviews conducted across the United States, Drescher opens a window into the lives of a broad cross-section of Nones, diverse with respect to age, gender, race, sexual orientation, and prior religious background. She allows Nones to speak eloquently for themselves, illuminating the processes by which they became None, the sources of information and inspiration that enrich their spiritual lives, the practices they find spiritually meaningful, how prayer functions in spiritual lives not centered on doctrinal belief, how morals and values are shaped outside of institutional religions, and how Nones approach the spiritual development of their own children. These compelling stories are deeply revealing about how religion is changing in America--both for Nones and for the religiously affiliated family, friends, and neighbors with whom their lives remain intertwined.",['Elizabeth Drescher'],['Spiritual biography'],5.0,NOT_MATURE,2016-04-01,344
26974,26974,24kIAQAAMAAJ,DJ Shadow's Endtroducing,"What resonated about Endtroducing when it was released in 1996, and what makes it still resonate today, is the way in which it loosens itself from the mooring of the known and sails off into an uncharted territory that seems to exist both in and out of time. Josh Davis is not only a master sampler and turntablist supreme, he is also a serious archeologist with a world-thirsty passion (what Cut Chemist refers to as Josh's ""spidey sense"") for seeking out, uncovering and then ripping apart the discarded graces of some other generation - that ""pile of broken dreams"" - and weaving them back together into a tapestry of chronic bleakness and beauty. Over the course of several long conversations with Josh Davis (DJ Shadow), we learn about his early years in California, the friends and mentors who helped him along the way, his relationship with Mo'Wax and James Lavelle, and the genesis and creation of his widely acknowledged masterpiece, Endtroducing.",['Eliot Wilder'],['Music'],4.0,NOT_MATURE,2005-08-19,112
26975,26975,JUg0DpQyKSQC,In the Shadow of the Mountain Level 5,"Modern, original fiction for learners of English. A tragic love story is uncovered as journalist Clare Crowe goes to Switzerland to bring home a relative's body. Clare's grandfather has been found frozen in a glacier, 74 years after a climbing accident. Clare knows this could make an interesting story for her newspaper, but as she investigates her grandfather's last climb, she learns that the accident wasn't as simple as she had first thought.",['Helen Naylor'],['Foreign Language Study'],2.0,NOT_MATURE,1999-11-11,96
26977,26977,U82rAwAAQBAJ,The Shadow Cabinet,"The thrilling third installment to the Edgar-nominated, bestselling series Rory and her friends are reeling from a series of sudden and tragic events. While racked with grief, Rory tries to determine if she acted in time to save a member of the squad. If she did, how do you find a ghost? Also, Rory’s classmate Charlotte has been kidnapped by Jane and her nefarious organization. Evidence is uncovered of a forty-year-old cult, ten missing teenagers, and a likely mass murder. Everything indicates that Charlotte’s in danger, and it seems that something much bigger and much more terrible is coming. Time is running out as Rory fights to find her friends and the ghost squad struggles to stop Jane from unleashing her spectral nightmare on the entire city. In the process, they’ll discover the existence of an organization that underpins London itself—and Rory will learn that someone she trusts has been keeping a tremendous secret.",['Maureen Johnson'],['Young Adult Fiction'],4.0,NOT_MATURE,2015-02-10,384
26978,26978,_I5cDwAAQBAJ,Sword of Honor,"Evelyn Waugh's acclaimed World War II trilogy comprises the three acclaimed novels Men at Arms, Officers and Gentlemen, and Unconditional Surrender. This narrative spanning the war, based in part on Evelyn Waugh's own experiences as an army officer, is the author's surpassing achievement as a novelist. Its central character is Guy Crouchback, head of an ancient but decayed Catholic family, who at first discovers new purpose in the challenge to defend Christian values against Nazi barbarism, but then gradually finds the complexities and cruelties of war overwhelming. Though often somber, Sword of Honor is also a brilliant comedy, peopled by the fantastic figures so familiar from Waugh's early satires. The deepest pleasures these novels afford come from observing a great satiric writer employ his gifts with extraordinary subtlety, delicacy, and human feeling, for purposes that are ultimately anything but satiric.",['Evelyn Waugh'],['Fiction'],4.0,NOT_MATURE,2012-12-11,800
26979,26979,z6IBEAAAQBAJ,Legacies of the Sword,"Western scholars are generally far less familiar with the samurai in his original role as warrior and master of arms than in his other functions as landowner, feudal lord, litterateur, or philosopher. Karl Friday examines samurai martial culture from a historical and worldview in this study.","['Karl F. Friday', 'Seki Humitake']",['Sports & Recreation'],4.0,NOT_MATURE,1997-07-01,248
26980,26980,JlqPDQAAQBAJ,Bible and Sword,"From Barbara W. Tuchman, Pulitzer Prize–winning author of The Guns of August, comes history through a wide-angle lens: a fascinating chronicle of Britain’s long relationship with Palestine and the Middle East, from the ancient world to the twentieth century. Historically, the British were drawn to the Holy Land for two major reasons: first, to translate the Bible into English and, later, to control the road to India and access to the oil of the Middle East. With the lucidity and vividness that characterize all her work, Barbara W. Tuchman follows these twin spiritual and imperial motives—the Bible and the sword—to their seemingly inevitable endpoint, when Britain conquered Palestine at the conclusion of World War I. At that moment, in a gesture of significance and solemnity, the Balfour Declaration of 1917 established a British-sponsored mandate for a national home for the Jewish people. Throughout this characteristically vivid account, Tuchman demonstrates that the seeds of conflict were planted in the Middle East long before the official founding of the modern state of Israel. Praise for Bible and Sword “Tuchman is a wise and witty writer, a shrewd observer with a lively command of high drama.”—The Philadelphia Inquirer “In her métier as a narrative popular historical writer, Barbara Tuchman is supreme.”—Chicago Sun-Times",['Barbara W. Tuchman'],['History'],4.0,NOT_MATURE,1984-02-12,368
26982,26982,7BrbDwAAQBAJ,The Wizard Knight,"“Gene Wolfe is the smartest, subtlest, most dangerous writer alive today, in genre or out of it. This book [is] important and wonderful.” —Neil Gaiman on The Knight A novel in two volumes, The Wizard Knight is in the rare company of works of fantasy like The Once and Future King, or The Wizard of Earthsea, that drink directly from the wellspring of myth. Now it appears in a single-volume edition for the first time. A young man in his teens is transported from our world to a magical realm consisting of seven levels of reality. Transformed by magic into a grown man of heroic proportions, he takes the name Sir Able of the High Heart and sets out on a quest to find the sword that has been promised to him, the blade that will help him fulfill his ambition to become a true hero—a true knight. Inside, however, Sir Able remains a boy, and he must grow in every sense to survive what lies ahead... “[Wolfe] should enjoy the same rapt attention we afford to Thomas Pynchon, Toni Morrison, and Cormac McCarthy.” —The Washington Post on The Knight “Wolfe’s version of Faerie is both allusive and elusive, beautiful and fatally glamorous.” —Tad Williams on The Knight With a new introduction by Yves Meynard, acclaimed author of The Book of Knights. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Gene Wolfe'],['Fiction'],2.0,NOT_MATURE,2020-08-11,912
26983,26983,EQINpdhvWIEC,The Wizard,"THE WIZARD KNIGHT springs from the myths, legends and literature of times past. A teenager passes from Earth to a magical realm of seven worlds, where he is given a hero's adult body and named Able. Though forced to act as a man, inside he is still a boy, even as he sets off to find his destined sword and become a knight. In his quest he battles giants, meets gods, heroes and a sorceress (who repeatedly tries to seduce him), and serves the mercurial dragon king Arnthor in a was that could end everything.",['Gene Wolfe'],['Fiction'],3.0,NOT_MATURE,2010-12-23,544
26984,26984,c3LxhG_652IC,The Knight,"THE WIZARD KNIGHT springs from the myths, legends and literature of times past. A teenager passes from Earth to a magical realm of seven worlds, where he is given a hero's adult body and named Able. Though forced to act as a man, inside he is still a boy, even as he sets off to find his destined sword and become a knight. In his quest he battles giants, meets gods, heroes and a sorceress (who repeatedly tries to seduce him), and serves the mercurial dragon king Arnthor in a was that could end everything.",['Gene Wolfe'],['Fiction'],3.5,NOT_MATURE,2008-09-18,464
26985,26985,F6c8SI12XdkC,The Wizard Knight Companion,"THE WIZARD KNIGHT COMPANION is a brief alphabetical dictionary for Gene Wolfe's two-volume THE WIZARD KNIGHT series. Its entries identify the characters in the novel, dive into the mysteries in the text, and explore the Norse, Celtic, and Arthurian sources for names and words in the novels. It includes a map of the region, a cosmology, and a synopsis of the narrative. Nominated for a World Fantasy Award, THE WIZARD KNIGHT has received high accolades from critics and fans. Many reviews highlight its rich use of European mythology; many also comment on its puzzles and mysteries. In a starred review, Booklist calls the series ""a complex, even convoluted tale, with so many characters and subplots that a proper summary would far exceed the limits of a Booklist review. . . . There is hardly a piece of northern European heroic literature from which Wolfe doesn't borrow with his usual scholarly flair and in his exquisitely turned prose. . . . Arising from the same sources as Lord of the Rings, THE WIZARD KNIGHT is one of the few fantasies that can justly be compared with it."" Kirkus Reviews mentions that ""Wolfe likes to spin spiderwebs of plot and counterplot inside his impressively constructed universe."" In The Washington Post, Bill Sheehan calls THE WIZARD ""a satisfying, wide-ranging novel that contains enough marvels and mysteries (not all of which are resolved or explained) to populate an entire series."" Marvels and mysteries, subplots and spiderwebs? If you love THE WIZARD KNIGHT and wish to enjoy it even more, THE WIZARD KNIGHT COMPANION is your perfect guidebook.",['Michael Andre-Driussi'],['Literary Criticism'],3.0,NOT_MATURE,2009-09-01,132
26986,26986,hPPQGwAACAAJ,The Wizard Knight,"THE WIZARD KNIGHT springs from the myths, legends and literature of times past. A teenager passes from Earth to a magical realm of seven worlds, where he is given a hero's adult body and named Able. Though forced to act as a man, inside he is still a boy, even as he sets off to find his destined sword and become a knight. In his quest he battles giants, meets gods, heroes and a sorceress (who repeatedly tries to seduce him), and serves the mercurial dragon king Arnthor in a was that could end everything.",['Gene Wolfe'],['Fantasy fiction'],2.0,NOT_MATURE,2005,920
26987,26987,7Kx5VbYc3x8C,"Gate of Horn, Book of Silk","In this companion guide, Michael Andre-Driussi illuminates Gene Wolfe's Book of the Long Sun and Book of the Short Sun science fiction series through dictionary-style entries on the characters, gods, locations, themes, and timelines of the novels. Gate of Horn, Book of Silk, is organized in two parts, with the first half covering the Long Sun series (Nightside the Long Sun, Lake of the Long Sun, Calde of the Long Sun, and Exodus from the Long Sun) and the second half covering the Short Sun series (On Blue's Waters, In Green's Jungles, and Return to the Whorl). ""Languages of the Whorl,"" a section between the two parts, covers all the dialect, slang, and foreign terms used in the books--thieves' cant, flier language, Tick's talk, and more. Ten maps and diagrams are included. This is Michael Andre-Driussi's third guidebook to the rich tapestries of Gene Wolfe's worlds. As fans of of Lexicon Urthus and The Wizard Knight Companion have noted, that each book is both a convenient tool for a question while re-reading the novels but also an enjoyable read in its own right, from A to Z.","['Michael Andre-Driussi', 'Gene Wolfe']",['Literary Criticism'],4.0,NOT_MATURE,2012-08-15,308
26988,26988,Jgvoel-FJjQC,Soldier of Sidon,"The third book in the Latro series from science fiction and fantasy master Gene Wolfe, Soldier of Sidon Latro forgets everything when he sleeps. Writing down his experiences every day and reading his journal anew each morning gives him a poignantly tenuous hold on himself, but his story's hold on readers is powerful indeed. The two previous novels, combined in Latro in the Mist (Soldier of the Mist and Soldier of Arete) are generally considered classics of contemporary fantasy. Latro now finds himself in Egypt, a land of singing girls, of spiteful and conniving deities. Without his memory, his is unsure of everything, except for his desire to be free of the curse that causes him to forget. The visions Gene Wolfe conjures, of the wonders of Egypt, and of the adventures of Latro as he and his companions journey up the great Nile south into unknown or legendary territory, are unique and compelling. Soldier of Sidon is a thrilling and magical fantasy novel, and yet another masterpiece from Gene Wolfe. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Gene Wolfe'],['Fiction'],3.0,NOT_MATURE,2007-12-10,320
26989,26989,aQgByqZj4m4C,Latro in the Mist,"Latro, a Roman mercenary soldier from the north, has suffered a head wound in battle, develops the ability to see and converse with all of the invisible gods, goddesses, ghosts, demons, and werewolves that inhabit the land, but forgets everything when he sleeps, writing down his experiences in his journal each day, in an omnibus edition containing Soldier of the MistSoldier of Arete. Original.",['Gene Wolfe'],['Fiction'],4.0,NOT_MATURE,2003-03-19,639
26990,26990,K-80DwAAQBAJ,The Complete Book of the New Sun,"This discounted Gene Wolfe ebundle includes: The Shadow of the Torturer, The Claw of the Conciliator, The Sword of the Lictor, The Citadel of the Autarch, The Urth of the New Sun “Magic stuff...a masterpiece...the best science fiction I've read in years!” —Ursula K. Le Guin The Book of the New Sun is unanimously acclaimed as Gene Wolfe’s most remarkable work, hailed as “a masterpiece of science fantasy comparable in importance to the major works of Tolkien and Lewis” by Publishers Weekly, and “one of the most ambitious works of speculative fiction in the twentieth century” by The Magazine of Fantasy and Science Fiction. The Shadow of the Torturer introduces young Severian, an apprentice in the Guild of Torturers on the world called Urth, who has been exiled for committing the ultimate sin of his profession—showing mercy toward his victim. The Claw of the Conciliator continues the saga of Severian, banished from his home, as he undertakes a mythic quest to discover the awesome power of an ancient relic, and learn the truth about his hidden destiny. The Sword of the Lictor is the third volume in Wolfe's remarkable epic, chronicling the odyssey of the wandering pilgrim called Severian, driven by a powerful and unfathomable destiny, as he carries out a dark mission far from his home. The Citadel of the Autarch brings The Book of the New Sun to its harrowing conclusion, as Severian clashes in a final reckoning with the dread Autarch, fulfilling an ancient prophecy that will forever alter the realm known as Urth. The Urth of the New Sun is the long awaited sequel to Gene Wolfe's four-volume classic, The Book of the New Sun. We return to the world of Severian, now the Autarch of Urth, as he leaves the planet on one of the huge spaceships of the alien Hierodules to travel across time and space to face his greatest test yet. More Tor books by Gene Wolfe The Book of the Long Sun Nightside the Long Sun Lake of the Long Sun Caldé of the Long Sun At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Gene Wolfe'],['Fiction'],4.5,NOT_MATURE,2017-11-14,1216
26991,26991,OZ_jQVH3oMwC,The Right Stuff,"From ""America's nerviest journalist"" (Newsweek)--a breath-taking epic, a magnificent adventure story, and an investigation into the true heroism and courage of the first Americans to conquer space. ""Tom Wolfe at his very best"" (The New York Times Book Review) Millions of words have poured forth about man's trip to the moon, but until now few people have had a sense of the most engrossing side of the adventure; namely, what went on in the minds of the astronauts themselves - in space, on the moon, and even during certain odysseys on earth. It is this, the inner life of the astronauts, that Tom Wolfe describes with his almost uncanny empathetic powers, that made The Right Stuff a classic.",['Tom Wolfe'],['History'],4.0,NOT_MATURE,2008-03-04,448
26992,26992,wktupcgz5yIC,All the Right Stuff,"New York Times bestselling author Walter Dean Myers tackles the social contract from a teen’s perspective in his novel All the Right Stuff. In one of his most thought-provoking novels to date, Myers weaves together political philosophy, basketball, and making soup in Harlem, with the depth that defines his writing career. After his father is shot and killed, Paul Dupree finds a summer job at a Harlem soup kitchen. Elijah, the soup man, questions Paul about tough life choices, even though Paul would rather be playing basketball. Over the summer, Paul begins to understand the importance of taking control of your life. All the Right Stuff includes a Q&A between Walter Dean Myers and Ross Workman, coauthor of Kick.",['Walter Dean Myers'],['Young Adult Fiction'],5.0,NOT_MATURE,2012-04-24,240
26993,26993,sjyLDwAAQBAJ,Crisis in the Red Zone,"NEW YORK TIMES BESTSELLER • An urgent wake-up call about the future of emerging viruses and a gripping account of the doctors and scientists fighting to protect us, told through the story of the deadly 2013–2014 Ebola epidemic “Crisis in the Red Zone reads like a thriller. That the story it tells is all true makes it all more terrifying.”—Elizabeth Kolbert, Pulitzer Prize–winning author of The Sixth Extinction From the #1 bestselling author of The Hot Zone, now a National Geographic original miniseries . . . This time, Ebola started with a two-year-old child who likely had contact with a wild creature and whose entire family quickly fell ill and died. The ensuing global drama activated health professionals in North America, Europe, and Africa in a desperate race against time to contain the viral wildfire. By the end—as the virus mutated into its deadliest form, and spread farther and faster than ever before—30,000 people would be infected, and the dead would be spread across eight countries on three continents. In this taut and suspenseful medical drama, Richard Preston deeply chronicles the pandemic, in which we saw for the first time the specter of Ebola jumping continents, crossing the Atlantic, and infecting people in America. Rich in characters and conflict—physical, emotional, and ethical—Crisis in the Red Zone is an immersion in one of the great public health calamities of our time. Preston writes of doctors and nurses in the field putting their own lives on the line, of government bureaucrats and NGO administrators moving, often fitfully, to try to contain the outbreak, and of pharmaceutical companies racing to develop drugs to combat the virus. He also explores the charged ethical dilemma over who should and did receive the rare doses of an experimental treatment when they became available at the peak of the disaster. Crisis in the Red Zone makes clear that the outbreak of 2013–2014 is a harbinger of further, more severe outbreaks, and of emerging viruses heretofore unimagined—in any country, on any continent. In our ever more interconnected world, with roads and towns cut deep into the jungles of equatorial Africa, viruses both familiar and undiscovered are being unleashed into more densely populated areas than ever before. The more we discover about the virosphere, the more we realize its deadly potential. Crisis in the Red Zone is an exquisitely timely book, a stark warning of viral outbreaks to come.",['Richard Preston'],['Science'],4.0,NOT_MATURE,2019-07-23,400
